estacion,time_unix,fecha,hora,temp,humedad,viento,viento_rafaga,direcc,presion_relativa,presion_absoluta,rain_daily,solar,timestamp
ECOHUMUS,1786041600,2026-08-06,15:40:00,15.2,39.0,12.7,20.2,189.0,949.2,949.2,0.0,345.3,2026-08-06 15:40:00
ECOHUMUS,1786041900,2026-08-06,15:45:00,15.3,39.0,13.5,20.2,172.0,949.1,949.1,0.0,337.0,2026-08-06 15:45:00
ECOHUMUS,1786042200,2026-08-06,15:50:00,15.4,39.0,12.5,22.0,164.0,949.2,949.2,0.0,330.1,2026-08-06 15:50:00
ECOHUMUS,1786042500,2026-08-06,15:55:00,15.5,38.0,10.1,14.8,187.0,949.1,949.1,0.0,321.1,2026-08-06 15:55:00
ECOHUMUS,1786042800,2026-08-06,16:00:00,15.6,38.0,10.4,18.4,183.0,949.1,949.1,0.0,314.2,2026-08-06 16:00:00
ECOHUMUS,1786043100,2026-08-06,16:05:00,15.6,38.0,12.5,18.4,174.0,949.1,949.1,0.0,302.9,2026-08-06 16:05:00
ECOHUMUS,1786043400,2026-08-06,16:10:00,15.7,38.0,13.0,23.8,168.0,949.0,949.0,0.0,294.3,2026-08-06 16:10:00
ECOHUMUS,1786043700,2026-08-06,16:15:00,15.5,38.0,10.9,22.0,191.0,949.0,949.0,0.0,284.8,2026-08-06 16:15:00
ECOHUMUS,1786044000,2026-08-06,16:20:00,16.0,37.0,9.6,23.8,175.0,948.9,948.9,0.0,275.1,2026-08-06 16:20:00
ECOHUMUS,1786044300,2026-08-06,16:25:00,16.0,37.0,11.8,20.2,181.0,948.9,948.9,0.0,264.1,2026-08-06 16:25:00
ECOHUMUS,1786044600,2026-08-06,16:30:00,15.9,37.0,12.4,20.2,195.0,948.9,948.9,0.0,254.8,2026-08-06 16:30:00
ECOHUMUS,1786044900,2026-08-06,16:35:00,15.9,36.0,13.0,23.8,187.0,948.9,948.9,0.0,242.1,2026-08-06 16:35:00
ECOHUMUS,1786045200,2026-08-06,16:40:00,15.8,36.0,12.9,20.2,198.0,948.7,948.7,0.0,229.3,2026-08-06 16:40:00
ECOHUMUS,1786045500,2026-08-06,16:45:00,16.0,36.0,14.3,22.0,195.0,948.9,948.9,0.0,217.6,2026-08-06 16:45:00
ECOHUMUS,1786045800,2026-08-06,16:50:00,15.8,36.0,13.8,20.2,197.0,948.7,948.7,0.0,207.9,2026-08-06 16:50:00
ECOHUMUS,1786046100,2026-08-06,16:55:00,15.8,36.0,13.2,25.6,184.0,948.8,948.8,0.0,195.4,2026-08-06 16:55:00
ECOHUMUS,1786046400,2026-08-06,17:00:00,15.8,36.0,11.8,25.6,169.0,948.8,948.8,0.0,183.0,2026-08-06 17:00:00
ECOHUMUS,1786046700,2026-08-06,17:05:00,15.9,36.0,11.9,18.4,164.0,949.0,949.0,0.0,171.4,2026-08-06 17:05:00
ECOHUMUS,1786047000,2026-08-06,17:10:00,16.0,36.0,11.3,22.0,181.0,948.9,948.9,0.0,160.6,2026-08-06 17:10:00
ECOHUMUS,1786047300,2026-08-06,17:15:00,16.0,33.0,12.8,23.8,182.0,948.8,948.8,0.0,151.7,2026-08-06 17:15:00
ECOHUMUS,1786047600,2026-08-06,17:20:00,15.8,34.0,12.9,20.2,173.0,949.0,949.0,0.0,140.7,2026-08-06 17:20:00
ECOHUMUS,1786047900,2026-08-06,17:25:00,15.8,34.0,12.5,22.0,190.0,948.9,948.9,0.0,131.5,2026-08-06 17:25:00
ECOHUMUS,1786048200,2026-08-06,17:30:00,15.8,34.0,9.4,20.2,173.0,949.0,949.0,0.0,122.1,2026-08-06 17:30:00
ECOHUMUS,1786048500,2026-08-06,17:35:00,15.8,34.0,12.0,22.0,179.0,949.1,949.1,0.0,113.3,2026-08-06 17:35:00
ECOHUMUS,1786048800,2026-08-06,17:40:00,15.7,34.0,11.5,22.0,169.0,949.1,949.1,0.0,103.7,2026-08-06 17:40:00
ECOHUMUS,1786049100,2026-08-06,17:45:00,15.7,34.0,10.9,18.4,176.0,949.1,949.1,0.0,95.2,2026-08-06 17:45:00
ECOHUMUS,1786049400,2026-08-06,17:50:00,15.6,34.0,12.0,23.8,180.0,949.1,949.1,0.0,89.6,2026-08-06 17:50:00
ECOHUMUS,1786049700,2026-08-06,17:55:00,15.4,35.0,12.9,27.7,190.0,949.0,949.0,0.0,82.1,2026-08-06 17:55:00
ECOHUMUS,1786050000,2026-08-06,18:00:00,15.2,35.0,10.8,20.2,189.0,949.0,949.0,0.0,72.8,2026-08-06 18:00:00
ECOHUMUS,1786050300,2026-08-06,18:05:00,15.3,34.0,9.6,18.4,176.0,949.0,949.0,0.0,63.8,2026-08-06 18:05:00
ECOHUMUS,1786050600,2026-08-06,18:10:00,15.2,34.0,10.0,23.8,193.0,949.0,949.0,0.0,55.8,2026-08-06 18:10:00
ECOHUMUS,1786050900,2026-08-06,18:15:00,15.0,34.0,10.5,18.4,175.0,949.1,949.1,0.0,44.2,2026-08-06 18:15:00
ECOHUMUS,1786051200,2026-08-06,18:20:00,15.0,34.0,10.1,16.6,185.0,949.2,949.2,0.0,37.5,2026-08-06 18:20:00
ECOHUMUS,1786051500,2026-08-06,18:25:00,14.8,35.0,11.8,20.2,179.0,949.3,949.3,0.0,25.5,2026-08-06 18:25:00
ECOHUMUS,1786051800,2026-08-06,18:30:00,14.7,35.0,9.0,16.6,184.0,949.3,949.3,0.0,24.9,2026-08-06 18:30:00
ECOHUMUS,1786052100,2026-08-06,18:35:00,14.5,35.0,8.3,16.6,189.0,949.4,949.4,0.0,19.6,2026-08-06 18:35:00
ECOHUMUS,1786052400,2026-08-06,18:40:00,14.3,36.0,9.0,16.6,188.0,949.5,949.5,0.0,15.2,2026-08-06 18:40:00
ECOHUMUS,1786052700,2026-08-06,18:45:00,14.1,36.0,8.2,14.8,189.0,949.5,949.5,0.0,11.8,2026-08-06 18:45:00
ECOHUMUS,1786053000,2026-08-06,18:50:00,13.8,36.0,7.6,11.2,191.0,949.4,949.4,0.0,8.9,2026-08-06 18:50:00
ECOHUMUS,1786053300,2026-08-06,18:55:00,13.5,37.0,5.9,9.4,192.0,949.4,949.4,0.0,6.0,2026-08-06 18:55:00
ECOHUMUS,1786053600,2026-08-06,19:00:00,13.1,38.0,4.1,5.4,200.0,949.5,949.5,0.0,3.8,2026-08-06 19:00:00
ECOHUMUS,1786053900,2026-08-06,19:05:00,12.7,39.0,3.6,5.4,190.0,949.7,949.7,0.0,2.1,2026-08-06 19:05:00
ECOHUMUS,1786054200,2026-08-06,19:10:00,12.3,40.0,3.5,5.4,194.0,949.7,949.7,0.0,1.0,2026-08-06 19:10:00
ECOHUMUS,1786054500,2026-08-06,19:15:00,12.1,40.0,3.6,5.4,199.0,949.7,949.7,0.0,0.4,2026-08-06 19:15:00
ECOHUMUS,1786054800,2026-08-06,19:20:00,11.8,41.0,3.5,5.4,202.0,949.8,949.8,0.0,0.1,2026-08-06 19:20:00
ECOHUMUS,1786055100,2026-08-06,19:25:00,11.6,41.0,3.7,5.4,199.0,949.8,949.8,0.0,0.0,2026-08-06 19:25:00
ECOHUMUS,1786055400,2026-08-06,19:30:00,11.5,41.0,3.5,5.4,198.0,949.8,949.8,0.0,0.0,2026-08-06 19:30:00
ECOHUMUS,1786055700,2026-08-06,19:35:00,11.3,42.0,3.2,3.6,197.0,949.9,949.9,0.0,0.0,2026-08-06 19:35:00
ECOHUMUS,1786056000,2026-08-06,19:40:00,10.9,43.0,3.0,3.6,197.0,949.9,949.9,0.0,0.0,2026-08-06 19:40:00
ECOHUMUS,1786056300,2026-08-06,19:45:00,10.8,43.0,1.9,3.6,186.0,950.0,950.0,0.0,0.0,2026-08-06 19:45:00
ECOHUMUS,1786056600,2026-08-06,19:50:00,10.6,44.0,3.5,5.4,192.0,949.9,949.9,0.0,0.0,2026-08-06 19:50:00
ECOHUMUS,1786056900,2026-08-06,19:55:00,10.6,43.0,2.5,5.4,191.0,949.9,949.9,0.0,0.0,2026-08-06 19:55:00
ECOHUMUS,1786057200,2026-08-06,20:00:00,10.3,44.0,2.1,3.6,185.0,950.0,950.0,0.0,0.0,2026-08-06 20:00:00
ECOHUMUS,1786057500,2026-08-06,20:05:00,10.3,44.0,3.1,3.6,200.0,949.9,949.9,0.0,0.0,2026-08-06 20:05:00
ECOHUMUS,1786057800,2026-08-06,20:10:00,10.2,44.0,3.7,5.4,205.0,950.0,950.0,0.0,0.0,2026-08-06 20:10:00
ECOHUMUS,1786058100,2026-08-06,20:15:00,10.1,44.0,4.4,5.4,204.0,949.9,949.9,0.0,0.0,2026-08-06 20:15:00
ECOHUMUS,1786058400,2026-08-06,20:20:00,9.9,45.0,5.0,7.2,204.0,949.9,949.9,0.0,0.0,2026-08-06 20:20:00
ECOHUMUS,1786058700,2026-08-06,20:25:00,9.8,45.0,5.6,7.2,206.0,950.0,950.0,0.0,0.0,2026-08-06 20:25:00
ECOHUMUS,1786059000,2026-08-06,20:30:00,9.7,45.0,5.4,7.2,200.0,950.0,950.0,0.0,0.0,2026-08-06 20:30:00
ECOHUMUS,1786059300,2026-08-06,20:35:00,9.4,46.0,4.7,7.2,201.0,950.0,950.0,0.0,0.0,2026-08-06 20:35:00
ECOHUMUS,1786059600,2026-08-06,20:40:00,9.2,47.0,0.4,5.4,177.0,950.0,950.0,0.0,0.0,2026-08-06 20:40:00
ECOHUMUS,1786059900,2026-08-06,20:45:00,8.7,49.0,1.8,3.6,157.0,950.1,950.1,0.0,0.0,2026-08-06 20:45:00
ECOHUMUS,1786060200,2026-08-06,20:50:00,9.4,45.0,0.8,5.4,78.0,950.0,950.0,0.0,0.0,2026-08-06 20:50:00
ECOHUMUS,1786060500,2026-08-06,20:55:00,9.5,45.0,1.4,3.6,78.0,950.2,950.2,0.0,0.0,2026-08-06 20:55:00
ECOHUMUS,1786060800,2026-08-06,21:00:00,9.1,46.0,0.6,1.8,79.0,950.1,950.1,0.0,0.0,2026-08-06 21:00:00
ECOHUMUS,1786061100,2026-08-06,21:05:00,8.8,47.0,0.0,1.8,79.0,950.2,950.2,0.0,0.0,2026-08-06 21:05:00
ECOHUMUS,1786061400,2026-08-06,21:10:00,8.4,49.0,0.0,0.0,79.0,950.2,950.2,0.0,0.0,2026-08-06 21:10:00
ECOHUMUS,1786061700,2026-08-06,21:15:00,7.8,51.0,0.0,0.0,79.0,950.1,950.1,0.0,0.0,2026-08-06 21:15:00
ECOHUMUS,1786062000,2026-08-06,21:20:00,7.4,51.0,0.6,1.8,129.0,950.1,950.1,0.0,0.0,2026-08-06 21:20:00
ECOHUMUS,1786062300,2026-08-06,21:25:00,7.0,50.0,1.2,3.6,163.0,950.1,950.1,0.0,0.0,2026-08-06 21:25:00
ECOHUMUS,1786062600,2026-08-06,21:30:00,6.4,51.0,0.1,1.8,130.0,950.1,950.1,0.0,0.0,2026-08-06 21:30:00
ECOHUMUS,1786062900,2026-08-06,21:35:00,5.9,53.0,0.0,1.8,130.0,950.1,950.1,0.0,0.0,2026-08-06 21:35:00
ECOHUMUS,1786063200,2026-08-06,21:40:00,6.1,54.0,0.0,0.0,175.0,950.1,950.1,0.0,0.0,2026-08-06 21:40:00
ECOHUMUS,1786063500,2026-08-06,21:45:00,6.8,51.0,1.8,3.6,177.0,950.1,950.1,0.0,0.0,2026-08-06 21:45:00
ECOHUMUS,1786063800,2026-08-06,21:50:00,8.1,48.0,0.5,3.6,187.0,950.2,950.2,0.0,0.0,2026-08-06 21:50:00
ECOHUMUS,1786064100,2026-08-06,21:55:00,7.2,51.0,0.4,1.8,213.0,950.1,950.1,0.0,0.0,2026-08-06 21:55:00
ECOHUMUS,1786064400,2026-08-06,22:00:00,7.4,51.0,0.5,1.8,225.0,950.0,950.0,0.0,0.0,2026-08-06 22:00:00
ECOHUMUS,1786064700,2026-08-06,22:05:00,6.4,53.0,0.4,1.8,190.0,950.0,950.0,0.0,0.0,2026-08-06 22:05:00
ECOHUMUS,1786065000,2026-08-06,22:10:00,6.6,54.0,0.2,1.8,187.0,950.0,950.0,0.0,0.0,2026-08-06 22:10:00
ECOHUMUS,1786065300,2026-08-06,22:15:00,6.7,54.0,0.3,1.8,187.0,950.0,950.0,0.0,0.0,2026-08-06 22:15:00
ECOHUMUS,1786065600,2026-08-06,22:20:00,6.0,56.0,0.4,1.8,187.0,950.1,950.1,0.0,0.0,2026-08-06 22:20:00
ECOHUMUS,1786065900,2026-08-06,22:25:00,5.1,58.0,0.0,0.0,187.0,950.2,950.2,0.0,0.0,2026-08-06 22:25:00
ECOHUMUS,1786066200,2026-08-06,22:30:00,4.6,59.0,0.0,0.0,187.0,950.2,950.2,0.0,0.0,2026-08-06 22:30:00
ECOHUMUS,1786066500,2026-08-06,22:35:00,4.3,59.0,0.0,0.0,187.0,950.1,950.1,0.0,0.0,2026-08-06 22:35:00
ECOHUMUS,1786066800,2026-08-06,22:40:00,4.3,59.0,0.1,1.8,187.0,949.9,949.9,0.0,0.0,2026-08-06 22:40:00
ECOHUMUS,1786067100,2026-08-06,22:45:00,3.8,59.0,0.1,1.8,187.0,950.0,950.0,0.0,0.0,2026-08-06 22:45:00
ECOHUMUS,1786067400,2026-08-06,22:50:00,3.9,61.0,0.6,1.8,187.0,950.0,950.0,0.0,0.0,2026-08-06 22:50:00
ECOHUMUS,1786067700,2026-08-06,22:55:00,3.7,60.0,0.0,0.0,187.0,950.0,950.0,0.0,0.0,2026-08-06 22:55:00
ECOHUMUS,1786068000,2026-08-06,23:00:00,3.0,59.0,0.4,1.8,187.0,949.9,949.9,0.0,0.0,2026-08-06 23:00:00
ECOHUMUS,1786068300,2026-08-06,23:05:00,3.0,61.0,1.2,3.6,187.0,949.9,949.9,0.0,0.0,2026-08-06 23:05:00
ECOHUMUS,1786068600,2026-08-06,23:10:00,3.7,61.0,1.7,3.6,187.0,949.9,949.9,0.0,0.0,2026-08-06 23:10:00
ECOHUMUS,1786068900,2026-08-06,23:15:00,3.9,61.0,0.0,1.8,187.0,950.0,950.0,0.0,0.0,2026-08-06 23:15:00
ECOHUMUS,1786069200,2026-08-06,23:20:00,3.0,61.0,1.1,3.6,173.0,950.0,950.0,0.0,0.0,2026-08-06 23:20:00
ECOHUMUS,1786069500,2026-08-06,23:25:00,2.7,65.0,0.2,1.8,152.0,950.1,950.1,0.0,0.0,2026-08-06 23:25:00
ECOHUMUS,1786069800,2026-08-06,23:30:00,2.7,66.0,0.0,0.0,152.0,950.1,950.1,0.0,0.0,2026-08-06 23:30:00
ECOHUMUS,1786070100,2026-08-06,23:35:00,3.0,67.0,0.0,0.0,152.0,949.9,949.9,0.0,0.0,2026-08-06 23:35:00
ECOHUMUS,1786070400,2026-08-06,23:40:00,3.3,66.0,0.0,0.0,152.0,950.0,950.0,0.0,0.0,2026-08-06 23:40:00
ECOHUMUS,1786070700,2026-08-06,23:45:00,3.2,66.0,0.0,0.0,152.0,949.9,949.9,0.0,0.0,2026-08-06 23:45:00
ECOHUMUS,1786071000,2026-08-06,23:50:00,2.8,66.0,0.0,0.0,152.0,949.9,949.9,0.0,0.0,2026-08-06 23:50:00
ECOHUMUS,1786071300,2026-08-06,23:55:00,2.6,66.0,0.0,0.0,152.0,949.8,949.8,0.0,0.0,2026-08-06 23:55:00
PUNTA_NEGRA,1785985200,2026-08-06,00:00:00,23.9,11.0,6.6,25.6,41.0,997.5,905.1,0.0,0.0,2026-08-06 00:00:00
PUNTA_NEGRA,1785985500,2026-08-06,00:05:00,24.0,11.0,2.4,7.2,232.0,997.5,905.1,0.0,0.0,2026-08-06 00:05:00
PUNTA_NEGRA,1785985800,2026-08-06,00:10:00,23.8,11.0,3.4,7.2,297.0,997.5,905.1,0.0,0.0,2026-08-06 00:10:00
PUNTA_NEGRA,1785986100,2026-08-06,00:15:00,23.4,11.0,1.7,5.4,233.0,997.4,905.0,0.0,0.0,2026-08-06 00:15:00
PUNTA_NEGRA,1785986400,2026-08-06,00:20:00,23.3,12.0,3.6,13.0,286.0,997.2,904.8,0.0,0.0,2026-08-06 00:20:00
PUNTA_NEGRA,1785986700,2026-08-06,00:25:00,23.7,11.0,4.2,11.2,267.0,997.3,904.9,0.0,0.0,2026-08-06 00:25:00
PUNTA_NEGRA,1785987000,2026-08-06,00:30:00,23.6,11.0,4.0,9.4,260.0,997.2,904.8,0.0,0.0,2026-08-06 00:30:00
PUNTA_NEGRA,1785987300,2026-08-06,00:35:00,23.6,11.0,3.7,7.2,202.0,997.4,905.0,0.0,0.0,2026-08-06 00:35:00
PUNTA_NEGRA,1785987600,2026-08-06,00:40:00,23.6,11.0,2.4,5.4,243.0,997.2,904.8,0.0,0.0,2026-08-06 00:40:00
PUNTA_NEGRA,1785987900,2026-08-06,00:45:00,23.1,12.0,1.7,5.4,166.0,997.3,904.9,0.0,0.0,2026-08-06 00:45:00
PUNTA_NEGRA,1785988200,2026-08-06,00:50:00,23.1,12.0,5.0,13.0,275.0,997.3,904.9,0.0,0.0,2026-08-06 00:50:00
PUNTA_NEGRA,1785988500,2026-08-06,00:55:00,23.4,12.0,3.6,9.4,306.0,997.1,904.7,0.0,0.0,2026-08-06 00:55:00
PUNTA_NEGRA,1785988800,2026-08-06,01:00:00,23.2,12.0,4.3,7.2,224.0,997.1,904.7,0.0,0.0,2026-08-06 01:00:00
PUNTA_NEGRA,1785989100,2026-08-06,01:05:00,23.2,12.0,1.7,7.2,215.0,996.9,904.5,0.0,0.0,2026-08-06 01:05:00
PUNTA_NEGRA,1785989400,2026-08-06,01:10:00,22.8,12.0,1.1,7.2,201.0,996.8,904.4,0.0,0.0,2026-08-06 01:10:00
PUNTA_NEGRA,1785989700,2026-08-06,01:15:00,23.0,12.0,3.7,9.4,281.0,996.7,904.3,0.0,0.0,2026-08-06 01:15:00
PUNTA_NEGRA,1785990000,2026-08-06,01:20:00,23.2,12.0,1.9,5.4,338.0,996.6,904.2,0.0,0.0,2026-08-06 01:20:00
PUNTA_NEGRA,1785990300,2026-08-06,01:25:00,22.7,12.0,2.8,13.0,254.0,996.8,904.4,0.0,0.0,2026-08-06 01:25:00
PUNTA_NEGRA,1785990600,2026-08-06,01:30:00,22.5,13.0,2.0,3.6,47.0,996.6,904.2,0.0,0.0,2026-08-06 01:30:00
PUNTA_NEGRA,1785990900,2026-08-06,01:35:00,22.8,12.0,3.9,9.4,218.0,996.5,904.1,0.0,0.0,2026-08-06 01:35:00
PUNTA_NEGRA,1785991200,2026-08-06,01:40:00,22.8,12.0,2.3,5.4,179.0,996.2,903.8,0.0,0.0,2026-08-06 01:40:00
PUNTA_NEGRA,1785991500,2026-08-06,01:45:00,22.7,12.0,2.0,3.6,300.0,996.2,903.8,0.0,0.0,2026-08-06 01:45:00
PUNTA_NEGRA,1785991800,2026-08-06,01:50:00,22.4,13.0,0.4,1.8,264.0,996.1,903.7,0.0,0.0,2026-08-06 01:50:00
PUNTA_NEGRA,1785992100,2026-08-06,01:55:00,22.0,13.0,1.0,3.6,240.0,996.1,903.6,0.0,0.0,2026-08-06 01:55:00
PUNTA_NEGRA,1785992400,2026-08-06,02:00:00,22.3,13.0,1.2,3.6,80.0,996.1,903.7,0.0,0.0,2026-08-06 02:00:00
PUNTA_NEGRA,1785992700,2026-08-06,02:05:00,22.3,13.0,2.8,5.4,264.0,996.4,904.0,0.0,0.0,2026-08-06 02:05:00
PUNTA_NEGRA,1785993000,2026-08-06,02:10:00,22.3,13.0,3.1,7.2,254.0,996.3,903.9,0.0,0.0,2026-08-06 02:10:00
PUNTA_NEGRA,1785993300,2026-08-06,02:15:00,22.5,12.0,4.4,11.2,252.0,996.4,904.0,0.0,0.0,2026-08-06 02:15:00
PUNTA_NEGRA,1785993600,2026-08-06,02:20:00,22.6,13.0,2.3,5.4,54.0,996.2,903.8,0.0,0.0,2026-08-06 02:20:00
PUNTA_NEGRA,1785993900,2026-08-06,02:25:00,22.4,12.0,6.3,14.8,359.0,996.2,903.8,0.0,0.0,2026-08-06 02:25:00
PUNTA_NEGRA,1785994200,2026-08-06,02:30:00,23.3,12.0,9.8,20.2,275.0,996.2,903.8,0.0,0.0,2026-08-06 02:30:00
PUNTA_NEGRA,1785994500,2026-08-06,02:35:00,23.3,12.0,7.1,13.0,288.0,996.2,903.8,0.0,0.0,2026-08-06 02:35:00
PUNTA_NEGRA,1785994800,2026-08-06,02:40:00,23.0,12.0,3.2,5.4,46.0,996.3,903.9,0.0,0.0,2026-08-06 02:40:00
PUNTA_NEGRA,1785995100,2026-08-06,02:45:00,22.7,13.0,2.8,11.2,196.0,996.5,904.0,0.0,0.0,2026-08-06 02:45:00
PUNTA_NEGRA,1785995400,2026-08-06,02:50:00,22.7,12.0,4.0,9.4,249.0,996.4,903.9,0.0,0.0,2026-08-06 02:50:00
PUNTA_NEGRA,1785995700,2026-08-06,02:55:00,22.8,13.0,3.1,7.2,288.0,996.2,903.8,0.0,0.0,2026-08-06 02:55:00
PUNTA_NEGRA,1785996000,2026-08-06,03:00:00,22.7,13.0,6.2,16.6,306.0,996.4,903.9,0.0,0.0,2026-08-06 03:00:00
PUNTA_NEGRA,1785996300,2026-08-06,03:05:00,23.1,12.0,4.8,13.0,262.0,996.3,903.9,0.0,0.0,2026-08-06 03:05:00
PUNTA_NEGRA,1785996600,2026-08-06,03:10:00,22.8,12.0,5.3,14.8,224.0,996.2,903.8,0.0,0.0,2026-08-06 03:10:00
PUNTA_NEGRA,1785996900,2026-08-06,03:15:00,22.6,13.0,2.9,7.2,240.0,996.1,903.7,0.0,0.0,2026-08-06 03:15:00
PUNTA_NEGRA,1785997200,2026-08-06,03:20:00,22.4,13.0,2.1,7.2,279.0,996.2,903.8,0.0,0.0,2026-08-06 03:20:00
PUNTA_NEGRA,1785997500,2026-08-06,03:25:00,22.4,13.0,4.3,9.4,255.0,996.2,903.8,0.0,0.0,2026-08-06 03:25:00
PUNTA_NEGRA,1785997800,2026-08-06,03:30:00,22.7,13.0,8.2,25.6,19.0,995.9,903.5,0.0,0.0,2026-08-06 03:30:00
PUNTA_NEGRA,1785998100,2026-08-06,03:35:00,22.9,13.0,3.5,9.4,284.0,996.1,903.6,0.0,0.0,2026-08-06 03:35:00
PUNTA_NEGRA,1785998400,2026-08-06,03:40:00,22.7,13.0,4.9,9.4,263.0,996.2,903.8,0.0,0.0,2026-08-06 03:40:00
PUNTA_NEGRA,1785998700,2026-08-06,03:45:00,22.5,14.0,3.3,7.2,210.0,996.2,903.8,0.0,0.0,2026-08-06 03:45:00
PUNTA_NEGRA,1785999000,2026-08-06,03:50:00,22.4,13.0,2.7,5.4,264.0,996.0,903.6,0.0,0.0,2026-08-06 03:50:00
PUNTA_NEGRA,1785999300,2026-08-06,03:55:00,22.3,14.0,0.8,1.8,212.0,996.1,903.7,0.0,0.0,2026-08-06 03:55:00
PUNTA_NEGRA,1785999600,2026-08-06,04:00:00,21.9,14.0,2.8,7.2,76.0,996.2,903.8,0.0,0.0,2026-08-06 04:00:00
PUNTA_NEGRA,1785999900,2026-08-06,04:05:00,22.1,14.0,5.7,13.0,273.0,996.1,903.7,0.0,0.0,2026-08-06 04:05:00
PUNTA_NEGRA,1786000200,2026-08-06,04:10:00,22.3,14.0,6.6,13.0,283.0,996.0,903.5,0.0,0.0,2026-08-06 04:10:00
PUNTA_NEGRA,1786000500,2026-08-06,04:15:00,22.1,14.0,3.5,5.4,333.0,996.0,903.6,0.0,0.0,2026-08-06 04:15:00
PUNTA_NEGRA,1786000800,2026-08-06,04:20:00,22.0,14.0,2.6,5.4,201.0,996.1,903.7,0.0,0.0,2026-08-06 04:20:00
PUNTA_NEGRA,1786001100,2026-08-06,04:25:00,21.8,14.0,1.6,3.6,247.0,996.2,903.8,0.0,0.0,2026-08-06 04:25:00
PUNTA_NEGRA,1786002900,2026-08-06,04:55:00,21.9,16.0,1.8,3.6,305.0,996.3,903.9,0.0,0.0,2026-08-06 04:55:00
PUNTA_NEGRA,1786003200,2026-08-06,05:00:00,21.9,16.0,3.6,3.6,226.0,996.3,903.9,0.0,0.0,2026-08-06 05:00:00
PUNTA_NEGRA,1786003500,2026-08-06,05:05:00,21.9,16.0,2.5,5.4,224.0,996.7,904.3,0.0,0.0,2026-08-06 05:05:00
PUNTA_NEGRA,1786003800,2026-08-06,05:10:00,21.5,16.0,4.6,11.2,227.0,996.6,904.2,0.0,0.0,2026-08-06 05:10:00
PUNTA_NEGRA,1786004100,2026-08-06,05:15:00,21.7,16.0,6.1,13.0,271.0,996.8,904.4,0.0,0.0,2026-08-06 05:15:00
PUNTA_NEGRA,1786004400,2026-08-06,05:20:00,22.0,16.0,5.0,11.2,288.0,996.8,904.4,0.0,0.0,2026-08-06 05:20:00
PUNTA_NEGRA,1786004700,2026-08-06,05:25:00,21.8,16.0,5.5,13.0,307.0,997.1,904.7,0.0,0.0,2026-08-06 05:25:00
PUNTA_NEGRA,1786005000,2026-08-06,05:30:00,21.8,17.0,2.0,5.4,223.0,997.2,904.8,0.0,0.0,2026-08-06 05:30:00
PUNTA_NEGRA,1786005300,2026-08-06,05:35:00,21.3,18.0,1.4,3.6,178.0,997.3,904.9,0.0,0.0,2026-08-06 05:35:00
PUNTA_NEGRA,1786005600,2026-08-06,05:40:00,21.1,18.0,2.2,3.6,268.0,997.3,904.9,0.0,0.0,2026-08-06 05:40:00
PUNTA_NEGRA,1786005900,2026-08-06,05:45:00,21.0,18.0,0.9,3.6,215.0,997.5,905.1,0.0,0.0,2026-08-06 05:45:00
PUNTA_NEGRA,1786006200,2026-08-06,05:50:00,20.9,19.0,2.9,7.2,123.0,997.6,905.2,0.0,0.0,2026-08-06 05:50:00
PUNTA_NEGRA,1786006500,2026-08-06,05:55:00,20.9,19.0,7.0,18.4,283.0,997.9,905.5,0.0,0.0,2026-08-06 05:55:00
PUNTA_NEGRA,1786006800,2026-08-06,06:00:00,21.4,19.0,6.4,18.4,289.0,998.0,905.5,0.0,0.0,2026-08-06 06:00:00
PUNTA_NEGRA,1786007100,2026-08-06,06:05:00,21.4,20.0,8.9,18.4,261.0,998.2,905.8,0.0,0.0,2026-08-06 06:05:00
PUNTA_NEGRA,1786007400,2026-08-06,06:10:00,21.1,20.0,9.6,16.6,217.0,998.4,906.0,0.0,0.0,2026-08-06 06:10:00
PUNTA_NEGRA,1786007700,2026-08-06,06:15:00,20.7,21.0,6.9,11.2,175.0,998.5,906.1,0.0,0.0,2026-08-06 06:15:00
PUNTA_NEGRA,1786008000,2026-08-06,06:20:00,20.6,21.0,5.8,13.0,188.0,998.5,906.1,0.0,0.0,2026-08-06 06:20:00
PUNTA_NEGRA,1786008300,2026-08-06,06:25:00,20.7,22.0,3.2,7.2,228.0,998.8,906.4,0.0,0.0,2026-08-06 06:25:00
PUNTA_NEGRA,1786008600,2026-08-06,06:30:00,20.6,21.0,5.2,13.0,185.0,998.9,906.5,0.0,0.0,2026-08-06 06:30:00
PUNTA_NEGRA,1786008900,2026-08-06,06:35:00,20.7,21.0,8.1,16.6,185.0,998.9,906.5,0.0,0.0,2026-08-06 06:35:00
PUNTA_NEGRA,1786009200,2026-08-06,06:40:00,21.0,21.0,7.6,14.8,178.0,999.1,906.7,0.0,0.0,2026-08-06 06:40:00
PUNTA_NEGRA,1786009500,2026-08-06,06:45:00,20.8,21.0,5.0,7.2,199.0,999.1,906.7,0.0,0.0,2026-08-06 06:45:00
PUNTA_NEGRA,1786009800,2026-08-06,06:50:00,20.6,22.0,10.4,16.6,161.0,999.2,906.8,0.0,0.0,2026-08-06 06:50:00
PUNTA_NEGRA,1786010100,2026-08-06,06:55:00,20.3,22.0,5.5,11.2,239.0,999.4,907.1,0.0,0.0,2026-08-06 06:55:00
PUNTA_NEGRA,1786010400,2026-08-06,07:00:00,20.2,22.0,0.4,1.8,225.0,999.5,907.1,0.0,0.0,2026-08-06 07:00:00
